Video_Title,Comment_Text,Comment_Date,Like_Count,Language_Label,Username_Anon,Nature_Aligned_Manual,Nature_Aligned_Auto
"How To Balance Your Hormones: Neal Barnard, MD | Rich Roll Podcast",i had the exact experience you describe around the 19min mark my husband and i had been together 6 years never able to get pregnant we never used any protection at all and i never got pregnant we didn t know if it was me or him but i suspected it was me because my periods were very irregular at the time sometimes i would go 2 months without a period at all i was approaching 30 and i was desperate to have a baby so i started thinking maybe the hormones in animal products was effecting my hormones so i went plant based became vegan shortly after when i learned the ethical stuff in 5 months after going vegan i found out i was pregnant with my first baby i had a healthy picture perfect vegan pregnancy and had a healthy baby boy 14 months later my husband and i were not being careful and we did the deed once without protection and two weeks later i found out i was pregnant again this time without trying at all it s like i went from being infertile to being extremely fertile now i have 2 healthy boys who i breastfed exclusively and now my period is regular and i have no cramps anymore which i had bad cramps before no breast pain during pms either which i used to have a lot i 100 believe i would not have my sons if i hadn t gone vegan i wish more people would open their eyes to the miracle this diet is i think it could help everyone in some way,2020-01-16 01:26:44+00:00,1268,English,,-1,-1
The Fitness Routine of 100 Year Old Runner Mike Fremont | Rich Roll Podcast 697,doing pull ups at 100 and i can t do them at 32 i need to get my life together and fast this guy looks great,2022-08-23 20:22:35+00:00,1262,English,,-1,-1
The LIMITLESS Power of An Alcohol-Free Lifestyle | One Year No Beer | Ruari Fairbairns | Rich Roll,9 days clean from heroin today i haven t done this long for 6 years now one day at a time,2024-01-08 11:18:01+00:00,1216,English,,-1,-1
The Problem With The Top 10% | Scott Galloway X Rich Roll,it s all good i m in the 90 in my mid 40s making nowhere even remotely close to that 212k my vacations are non extravagent and mostly non existent i don t have much learned not to want much and don t need much but what i need i tell ya what tho i m living my best life enjoying the simple things in life wake up every morning with a smile on my face and ready to take on the day no matter what the day brings keep on rockin,2024-06-12 00:59:37+00:00,1215,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,my life is so similar to this guy that it s blowing my mind even down to the parental dynamics i was a skateboarder who did poorly in high school but i actually got into drugs once i got clean i focused my entire life on going back to school to get a degree in neuroscience i graduated with honors but now can t find a job in the field i ve literally been sitting in my house on unemployment for weeks wallowing in self pity and playing video games all day i m only 24 minutes in but this conversation is really inspiring me to continue progressing,2020-07-26 07:28:29+00:00,1211,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,currently on day 22 of 30 lost 50 lbs it s tough but i ll see it through,2023-03-26 21:47:38+00:00,1186,English,,-1,-1
Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast,addiction a progressive narrowing of the things that bring you pleasure duuuuude,2020-12-09 02:14:35+00:00,1179,English,,-1,-1
How To Build Awesome Habits: James Clear | Rich Roll Podcast,last year i got rid of my bad habits quit alcohol and coffee and implemented good habits get up at 5 30 am each day hit the gym start doing intermittent fasting start meditation finish 2 books a week keep a journal in which i write certain ideas goals ext and i have been able to do all this in one year never needed willpower or motivation but did it through identity shift and been very consistent at age 43 i feel like i am sitting on top of the world,2021-01-03 15:53:19+00:00,1165,English,,-1,-1
Healing Anxiety Through Habit | Gisele Bündchen X Rich Roll,i love what she said there at the end nobody was going to save her she was responsible for her life and she had to make the changes i needed to hear this today thanks gisele,2024-06-28 20:56:24+00:00,1159,English,,-1,-1
The LIMITLESS Power of An Alcohol-Free Lifestyle | One Year No Beer | Ruari Fairbairns | Rich Roll,just hit 5 years alcohol free it was the single best decision i have ever made it s so much easier than moderation to know that the answer is always no,2024-01-08 12:21:33+00:00,1157,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,fasting and praying are the only way i ve been able to get rid of certain personality traits and bad habits with god everything is possible thank you yeshua,2021-02-15 03:20:51+00:00,1145,English,,-1,-1
The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast,i recently completed a 7 day fast drinking only water i just can t believe how i feel now it s amazing i found it very easy to start as i was already on a time restricted eating regime eating only one or 2 meals a day within a 5 hour window i didn t feel hungry at all within the 7 days i felt i could have continued for more than 7 days day 5 and 6 of the fast i felt i needed more sleep my on going back lower back pain from spinal surgery a year ago was causing me real trouble however on day 8 i woke up with no back pain and fabulous skin texture no bags under my eyes not sure what has happened inside but i feel absolutely wonderful i am 69 years old this august and feel more like i am back in my twenties again gail,2022-04-21 15:15:14+00:00,1123,English,,-1,-1
Mindset SECRETS From The World's Best Ultrarunner: Courtney Dauwalter | Rich Roll Podcast,not an elite runner she s an elite human inspiring,2021-08-02 17:59:35+00:00,1102,English,,-1,-1
Dr. Gabor Maté On How Trauma Fuels Disease | Rich Roll Podcast,dr mate was my doctor in vancouver very briefly over 20 years ago i wouldn t be where i am without his kindness understanding and genius,2022-12-15 04:05:25+00:00,1102,English,,-1,-1
